SYNONYM	KEY(TermID)
LRP	[PR_000010787, NEMO_9213000]
PPIase	[PR_000013088, PR_000013083]
nasal placode	[UBERON_0003050, UBERON_0009292]
cranial neural tree organ	[birnlex_1623, UBERON_0001785]
retina ganglion layer	[UBERON_0001792, nlx_anat_1005030]
 production of guide RNA	[GO_0070920, GO_0070918]
T-bar ribbon	[sao1470121605, sao1111202255, GO_0048788, sao-1488888179]
MGE	[UBERON_0004024, SO_0001037]
MGB	[UBERON_0001927, birnlex_1670]
MEC	[PR_000001803, nifext_5055]
MC1	[PR_000004493, nifext_6962]
isoform Bcl-X(beta)	[PR_000002387, PR_000002388]
MCP	[PR_000005008, PR_000001401]
(Drosophila)eTp	[SO_1000159, SO_1000157]
preparietal area 5	[birnlex_1736, UBERON_0006471]
posterolateral fasciculus	[birnlex_1267, UBERON_0002649]
MK4	[nifext_2686, PR_000000683]
RAB41	[PR_000013630, PR_000013629]
organum subcommissurale	[UBERON_0002139, birnlex_1028]
MUG	[PR_000023308, GO_0043739]
nucleus geniculatus lateralis	[birnlex_1662, UBERON_0001926]
MT1	[GO_0043791, nifext_6867]
MRI	[birnlex_2177, birnlex_2251]
superior colliculus segment	[birnlex_1014, UBERON_0002554]
nucleus emboliformis	[birnlex_1135, UBERON_0002602]
pars triangularis gyri frontalis inferioris	[UBERON_0002629, birnlex_1216]
ventrolateral hypothalamic nucleus	[UBERON_0001935, birnlex_1572]
 alpha-beta T lymphocyte lineage commitment	[GO_0043369, GO_0043373]
Gallus gallus	[birnlex_267, NCBITaxon_9031]
2-diol:NAD+ oxidoreductase activity	[GO_0018504, GO_0052661]
Coturnix coturnix japonica	[NCBITaxon_93934, birnlex_257]
NPFF1	[nifext_5783, nifext_5777]
NEB	[PR_000011107, UBERON_0010002]
P2Y4	[nifext_7891, nifext_7886, nifext_7894]
P2Y6	[nifext_7488, PR_000001574]
P2Y1	[nifext_6527, nifext_6522]
P2Y2	[nifext_6702, nifext_6705, PR_000001572, nifext_6695]
medial lemniscus of pons of varolius	[birnlex_781, UBERON_0002958]
NPC	[GO_0005643, sao220861693]
NPS	[nifext_5576, PR_000011380]
fourth thoracic dorsal root ganglion	[UBERON_0007712, birnlex_2614]
lateral mammillary hypothalamic nucleus	[birnlex_1460, UBERON_0001938]
NTT	[PR_000001855, nifext_5064]
polypeptide deformylase	[PR_000022424, PR_000012489]
mesencephalic nucleus	[UBERON_0001718, birnlex_1010]
first cervical spinal cord segment	[UBERON_0006469, birnlex_1694]
ADMR	[PR_000001419, nifext_6184]
mesenteron	[UBERON_0001045, UBERON_0004735]
CA2 bistratified cell	[nlx_cell_091004, nlx_cell_091209]
cortex cerebellaris	[UBERON_0002129, birnlex_1566]
posterior central gyrus	[UBERON_0002581, birnlex_1070]
ADRA1A	[PR_000001185, nifext_7253]
posterior commissure nucleus	[birnlex_1470, UBERON_0002711]
nuclei trigemini	[birnlex_4096, UBERON_0007641]
globus pallidus externus	[birnlex_1610, UBERON_0002476]
Golgi ribbon	[GO_0005794, sao451912436]
Tobacco Use Disorder	[DOID_0050742, birnlex_12716]
LysRS	[PR_000009241, PR_000023141]
FFAR2	[PR_000001583, nifext_7832]
FFAR1	[PR_000001582, nifext_7684]
subcuneiform area of midbrain	[UBERON_0002700, birnlex_1441]
cerebellum white matter	[UBERON_0002317, birnlex_1562]
confocal microscopy	[ERO_0000200, birnlex_2258]
cerebral aqueduct	[UBERON_0002289, birnlex_1261]
pcsA	[PR_000023719, PR_000022447]
RXFP4	[nifext_5563, nifext_5561]
RXFP1	[PR_000001666, nifext_5684, nifext_5682]
RXFP3	[nifext_6933, nifext_6931]
RXFP2	[nifext_6431, nifext_6429]
PAR4	[nifext_6275, nifext_6267]
PAP1	[PR_000027897, PR_000012449]
magnetoception	[GO_0050958, birnlex_1900]
pons of Varolius	[birnlex_733, UBERON_0000988]
pontine nuclei	[birnlex_1516, UBERON_0002151]
3 glucan metabolic process	[GO_0034407, GO_0070605, GO_0070597, GO_0071969, GO_0006074, GO_0070599]
cervical spinal ganglion	[UBERON_0002834, birnlex_2599]
ACT2	[PR_000002124, nifext_5037]
PAFr	[PR_000001501, nifext_7522]
ATP-dependent proteolysis	[GO_0006508, GO_0004176]
medial mammillary nucleus (carpenter)	[birnlex_1220, UBERON_0002632]
L-arabinose/beta-D-thiogalactopyranoside:hydrogen antiporter activity	[GO_0015299, GO_0015147]
synganglion	[UBERON_0000955, birnlex_796]
dendrite terminal	[GO_0044292, sao28175134]
subceruleus nucleus	[birnlex_1088, UBERON_0002587]
BDKRB1	[PR_000001171, nifext_7514]
cerebellum molecular cell layer	[UBERON_0002974, birnlex_810]
ampulla	[UBERON_0009474, UBERON_0008252]
posterior part of middle frontal gyrus	[UBERON_0006445, birnlex_1083]
cranial nerve VII	[UBERON_0001647, birnlex_827]
 iron-sulphur protein as acceptor	[GO_0016643, GO_0016699, GO_0016636, GO_0016625, GO_0016673, GO_0016664]
motor nucleus of trigeminal nerve	[UBERON_0002633, birnlex_1222]
brain tract	[UBERON_0007702, birnlex_1649]
endocytotic vesicle	[sao1362520468, GO_0030139]
mitochondrial genome	[GO_0000262, sao1186327184]
ZPA	[PR_000018211, UBERON_0005414]
membrane bound ribosome	[GO_0005840, sao1429207766]
archipallium	[UBERON_0002961, UBERON_0002421, birnlex_715]
Fiber	[sao1770195789, GO_0030424]
Motor System Disease	[birnlex_12565, DOID_231]
area hypothalamica rostralis	[UBERON_0001928, birnlex_1706]
C6 segment	[UBERON_0006492, birnlex_766]
test	[UBERON_0006611, birnlex_2018]
caudal commissure	[birnlex_1026, UBERON_0000936]
Primata	[birnlex_227, NCBITaxon_9443]
sixth cranial nerve	[UBERON_0001646, birnlex_876]
Loss of Consciousness	[birnlex_12772, birnlex_12773]
segment of spinal cord	[birnlex_2665, UBERON_0005844]
Golls nucleus	[UBERON_0002161, birnlex_2643]
Blattoptera	[NCBITaxon_85823, birnlex_409]
euchromatin	[sao445485807, GO_0000791]
cranial colliculus	[UBERON_0001945, birnlex_1040]
paraolfactory sulci	[birnlex_4039, UBERON_0002919]
TRAM	[PR_000001745, PR_000001744]
NMDA receptor	[nifext_5250, GO_0004972]
6-bisphosphate metabolism	[GO_0030388, GO_0006003]
UBC	[PR_000016963, PR_000003288]
gyrus occipitalis primus	[UBERON_0002948, birnlex_758]
dentate nuclear hilum	[UBERON_0002744, birnlex_1561]
RubisCO complex	[GO_0048492, GO_0048494]
isthmus of fornicate gyrus	[birnlex_1541, UBERON_0002738]
TER	[PR_000008207, GO_0097047]
SCYA2	[PR_000002122, nifext_5035]
phytochrome signaling pathway	[GO_0009585, GO_0010017]
TRH	[nifext_7546, PR_000016635]
3-aminomutase activity	[GO_0050066, GO_0050047]
Drug Usage	[birnlex_12698, DOID_303]
dihydrolipoamide reduction	[GO_0022904, GO_0051068]
mixed synapse	[GO_0045202, sao914572699]
ATase	[PR_000013061, PR_000022785]
oligodendroglioma	[DOID_3181, birnlex_12627, DOID_7912]
 alpha-beta regulatory T cell differentiation	[GO_0032831, GO_0032830]
Retinoschisis (disorder)	[birnlex_12827, DOID_8465]
proline tRNA	[GO_0033423, GO_0033421, GO_0033424, GO_0033422]
MTNR1A	[PR_000001609, nifext_6869]
raphe of pons	[UBERON_0002047, birnlex_1110]
TA3	[nifext_7367, PR_000001718]
TSH1	[PR_000016725, PR_000016308]
 involved in cerebral cortex glial-mediated radial migration	[GO_0021809, GO_0021810]
SK2	[nifext_2863, PR_000000713]
TRHR	[PR_000001557, nifext_7548]
TRIK	[nifext_3031, nifext_3030]
collateral fissure	[UBERON_0002716, birnlex_1480]
kidney anlage	[UBERON_0005095, UBERON_0007687]
SER	[GO_0005790, sao710427438]
SPT	[PR_000026126, GO_0004760]
SPS	[NEMO_7636000, GO_0046524]
chronic inflammatory demyelinating polyradiculoneuropathy (disorder)	[birnlex_12563, DOID_5213]
astrocyte sheath	[sao1279474730, GO_0043209, nlx_subcell_20090204, sao-593830697]
MIP-1-alpha	[nifext_5036, PR_000002123]
TRY1	[PR_000016707, PR_000013318]
 pars magnocellularis	[UBERON_0002935, birnlex_716]
zinc efflux permease activity	[GO_0015341, GO_0022883]
filiform papillae	[UBERON_0002467, birnlex_4104]
Operculum parietale	[UBERON_0002911, birnlex_4029]
pars parvocellularis lateralis nuclei mediodorsalis thalami	[birnlex_1283, UBERON_0002654]
TPC2	[PR_000001966, nifext_3215]
tractus opticus	[UBERON_0001908, birnlex_1684]
scrapie	[birnlex_12694, DOID_5434]
ensheathing process of Schwann cell	[GO_1990015, sao1376748732]
VMN	[NEMO_4811000, NEMO_9501000]
T5 spinal cord segment	[birnlex_1383, UBERON_0006453]
ventral tegmental decussation of forel	[UBERON_0002615, birnlex_1163]
Cxcr3	[nifext_6507, nifext_6510]
Cxcr4	[nifext_6662, nifext_6659]
first lumbar dorsal root ganglion	[UBERON_0002857, birnlex_2624]
 EGF stimulated	[GO_0070620, GO_0070619, GO_0070437, GO_0070435, GO_0070436]
 endonucleolytic	[GO_0000294, GO_0000737]
 principal olive	[UBERON_0002158, nlx_anat_20081248]
lateral olfactory tract nucleus	[birnlex_2702, UBERON_0002893]
 adenylyl cyclase inhibiting pathway	[GO_0007197, GO_0007198, GO_0007195]
intermediate hypothalamic area	[birnlex_1015, UBERON_0002555]
forked	[PATO_0001786, PATO_0001784, PATO_0001572]
gyrus angularis	[UBERON_0002686, birnlex_1376]
posterior cortical nucleus of amygdala	[birnlex_2700, UBERON_0002891]
demyelinating disorder	[DOID_3213, birnlex_12507]
BAK1/iso:1	[PR_000002262, PR_000028344]
5' cAMP	[GO_0071320, GO_0051591]
4-N-acetylgalactosaminyltransferase activity	[GO_0047237, GO_0033842, GO_0033208, GO_0047233]
 NOS	[DOID_8533, DOID_4974, DOID_9164, DOID_1088, DOID_5565, DOID_13774, DOID_4766, DOID_37, DOID_8432, DOID_8125, DOID_5482, DOID_1631, DOID_4306, DOID_682, DOID_13864, DOID_3805]
PCA Infarction	[DOID_3821, birnlex_12794]
dendrite branch	[GO_0044307, sao884265541]
plasmalemma	[GO_0005886, sao1663586795]
pyriform area	[birnlex_1097, UBERON_0002590, UBERON_0004725]
electrophysiological_artefact	[NEMO_5891000, NEMO_3390000, NEMO_0335000, NEMO_1314000, NEMO_1709000, NEMO_8727000]
tone	[NEMO_0000427, PATO_0001439]
Sulcus rostralis inferior	[UBERON_0002767, birnlex_1642]
Subependymal Gliosis	[birnlex_12623, DOID_4843]
AMP-dependent synthetase and ligase	[GO_0043956, GO_0043955]
Medial preoptic area	[birnlex_1208, birnlex_706, UBERON_0002035, UBERON_0002625]
PKD2	[PR_000013237, nifext_3169]
heparinase activity	[GO_0047488, GO_0030305]
choline oxidase activity	[GO_0033713, GO_0008812]
fifth lumbar spinal ganglion	[UBERON_0002859, birnlex_2627]
division of cochlear canal	[birnlex_2554, birnlex_2565]
intermediate postcentral	[NEMO_2703000, UBERON_0006099, birnlex_1732]
glomerulus capillary development	[GO_0072012, GO_0072239]
MCOLN3	[nifext_3190, PR_000010254]
MCOLN2	[PR_000010253, nifext_3186]
sub-surface cisternae	[GO_1990040, sao128470897]
orbito-frontal sulcus	[birnlex_1724, UBERON_0002799]
portion of tissue	[birnlex_19, UBERON_0000479]
layer 2 of piriform cortex	[UBERON_0014280, nlx_anat_091006]
posterior crescentic lobule of cerebellum	[UBERON_0005350, nlx_anat_20081206]
Complex partial epileptic seizure	[DOID_12382, birnlex_12728]
hypothalamus posterior longitudinal fasciculus	[birnlex_898, UBERON_0003008]
pontine central gray	[birnlex_799, UBERON_0002968]
ER exit site	[GO_0070971, sao124393998]
Ganglioneuroblastoma (morphologic abnormality)	[DOID_4163, birnlex_12633]
uKATP-1	[nifext_2946, PR_000001984]
Bulbar paralysis	[DOID_681, birnlex_12567]
ALBP	[PR_000007312, PR_000022088]
anterior vermis of cerebellum	[UBERON_0003941, birnlex_1185]
flocculus of cerebellum	[UBERON_0001063, birnlex_1329]
pars opercularis gyri frontalis inferioris	[UBERON_0002980, birnlex_823]
regio occipitalis	[birnlex_1136, UBERON_0002021]
alae of central lobule	[UBERON_0003013, birnlex_907]
 lateral part	[UBERON_0002995, UBERON_0007225, birnlex_866]
basal nucleus	[birnlex_1107, UBERON_0010010]
anterior perforated substance	[nlx_anat_1005037, UBERON_0001883, UBERON_0013201, birnlex_1096]
nucleus reticularis pontis oralis	[UBERON_0002999, birnlex_875]
Nervensystem	[UBERON_0001016, birnlex_844]
sigmoid process	[UBERON_0008959, UBERON_0013174]
kappa-actin	[PR_000003677, PR_000003678]
nucleus pulvinaris oralis	[UBERON_0002641, birnlex_1239]
tetrachlorohydroquinone reductive dehalogenase activity	[GO_0018550, GO_0052690]
6-N-acetylneuraminyltransferase activity	[GO_0003835, GO_0001665, GO_0047287]
SkM1	[nifext_2588, PR_000002100]
area 21 of Brodmann	[UBERON_0013552, birnlex_1752]
MPIF-1	[nifext_5051, PR_000001995]
kdtA	[PR_000024214, GO_0043842]
cavity of organ	[UBERON_0002558, birnlex_1019]
brain biological structure	[birnlex_1167, UBERON_0002616]
post-pyramidal fissure of cerebellum	[UBERON_0002817, nlx_anat_20081258]
TLAA	[PR_000017509, PR_000017508]
layer of Waldeyer	[UBERON_0006118, nlx_anat_100203]
sulcus rhinalis; fissura rhinalis	[birnlex_1368, UBERON_0002683]
S3 spinal cord segment	[UBERON_0006462, birnlex_1544]
polyamine oxidase activity	[GO_0052903, GO_0052901, GO_0052899]
transmembrane	[GO_0044214, GO_0016021]
transmed:TMO_0047	[OBI_1110055, NEMO_5159000, birnlex_11013, DOID_4]
raphe nuclei of medulla	[UBERON_0002692, birnlex_1420]
Area retrolimbica granularis	[UBERON_0004717, birnlex_1763]
main sensory nucleus	[UBERON_0002597, birnlex_1120]
prefrontal association cortex	[nlx_anat_090801, UBERON_0000451]
upregulation of eye pigmentation	[GO_0048075, GO_0048078]
sulcus subcentralis posterior	[birnlex_4027, UBERON_0002909]
area X of Olszewski	[UBERON_0002687, birnlex_1379]
anterior nucleus of trapezoid body	[UBERON_0002832, birnlex_2576]
ninth thoracic spinal ganglion	[UBERON_0002852, birnlex_2619]
active zone pre-synaptic plasma membrane	[GO_0048787, sao2038461087]
Reflex epilepsy (disorder)	[birnlex_12746, DOID_2548]
paraventricular nuclei	[UBERON_0001920, birnlex_764]
NPY1R	[PR_000001622, nifext_7569]
Algodystrophy	[birnlex_12585, DOID_1811]
protein sequestering	[GO_0045185, GO_0050821]
regulation of fruiting body formation	[GO_0031156, GO_0031155]
parolfactory area	[UBERON_0003020, birnlex_919]
NAD(P)H:oxygen oxidoreductase (3-hydroxylating)	[GO_0018671, GO_0036191]
neck portion	[GO_1990016, sao901230115]
6-glucosidase activity	[GO_0008422, GO_0004135, GO_0010303]
MRGPRX1	[PR_000001702, nifext_7108]
MRGPRX2	[PR_000001703, nifext_5349]
sensory transduction of temperature stimulus	[GO_0050961, birnlex_15004]
MRGPRX4	[nifext_5357, PR_000001705]
6-phosphomutase activity	[GO_0008966, GO_0004614, GO_0004615, GO_0008801]
spinal cord grey matter	[UBERON_0002315, nlx_anat_100204]
polyribosome	[sao1038025871, GO_0005844]
medial oculomotor cell column	[UBERON_0002975, birnlex_813]
 total	[DOID_10866, DOID_9842]
Pia mater	[UBERON_0002361, nlx_anat_090209]
14-diene anabolism	[GO_1900941, GO_1900879]
 coupled to IP3 second messenger (phospholipase C activating)	[GO_1900738, GO_0051482]
external granule layer	[UBERON_0008829, birnlex_797]
posterior transverse temporal convolution of heschl	[UBERON_0002774, birnlex_1661]
motif	[SO_0100017, SO_0001067]
agmatine ureohydrolase	[PR_000003833, PR_000023972]
 mevalonate) uptake/efflux porter activity	[GO_0015130, GO_0050833, GO_0015129]
leucine tRNA	[GO_0033417, GO_0033404]
F-actin cross-linking protein	[PR_000003688, PR_000003689, PR_000003690]
(Drosophila)uTp	[SO_1000161, SO_1000162]
inferior colliculus segment	[birnlex_4036, UBERON_0002917]
amygdalar basolateral nucleus	[UBERON_0006107, birnlex_2679]
TGR7	[nifext_5714, nifext_5711]
cavitas glenoidalis	[UBERON_0006657, UBERON_3000694]
Tbxa2r	[nifext_6809, nifext_6812]
ATP-regulated potassium channel ROM-K	[PR_000001978, nifext_2892]
3-butadiene biosynthesis	[GO_1900948, GO_1900949, GO_1900947]
 Ataxia and Areflexia Syndrome	[DOID_12889, birnlex_12555]
root of trigeminal V nerve	[UBERON_0004673, birnlex_1346]
nucleus of inferior commissure	[birnlex_2639, UBERON_0002868]
Gyrus temporalis superior	[UBERON_0002769, birnlex_1648]
anterior interposed nucleus	[birnlex_1146, UBERON_0002153]
 cyclizing)	[GO_0050069, GO_0004734]
ventral pallidum	[UBERON_0002778, birnlex_1674]
nucleus caudatus	[UBERON_0001873, birnlex_1373]
superior colliculus brachium	[birnlex_1065, UBERON_0002580]
Fear of open spaces (finding)	[birnlex_12672, DOID_593]
wall of cochlea	[UBERON_0006106, birnlex_2553]
ftsB	[PR_000022715, PR_000023403]
peroxisomal	[sao499555322, GO_0005777]
lateral occipitotemporal gyrus (heimer-83)	[UBERON_0002751, birnlex_1577]
mature alphaC protein	[PR_000001736, PR_000001733]
corona radiata	[nlx_anat_090903, UBERON_0004682]
6-hydro-lyase activity	[GO_0047733, GO_0008460]
Area frontalis granularis	[birnlex_1740, UBERON_0013540]
 sensory transduction of mechanical stimulus	[GO_0050971, GO_0050976, GO_0050966, birnlex_15017, birnlex_15018]
anterior commissure temporal limb	[UBERON_0003043, birnlex_977]
body of fornix of forebrain	[UBERON_0004680, birnlex_739]
kH2	[PR_000000787, nifext_2755]
Gnrhr	[nifext_7541, nifext_7544]
extremity	[UBERON_0000026, UBERON_0002101]
vitamin A binding	[GO_0016918, GO_0005503, GO_0005502]
midbrain tectum segment	[UBERON_0002966, birnlex_795]
peri-cellular basket	[GO_1990030, sao413722576]
 benign (morphologic abnormality)	[DOID_2658, DOID_2667, DOID_2616]
segment of midbrain tegmentum	[UBERON_0002635, birnlex_1227]
field CA4 of hippocampal formation	[UBERON_0002136, birnlex_1482]
Medulloblastoma (morphologic abnormality)	[DOID_3858, birnlex_12626]
 NAD or NADP as acceptor	[GO_1900058, GO_0016668, GO_0000103, GO_0016652, GO_1990042]
anatomical objects	[birnlex_6, UBERON_0001062]
TFIIIA activity	[GO_0001152, GO_0001005]
prpD	[PR_000023608, GO_0047547]
hippocampus layer	[UBERON_0002305, birnlex_1192]
male genital development	[GO_0007485, GO_0030539]
inferior salivary nucleus	[UBERON_0002872, birnlex_2645]
lplA	[PR_000023103, PR_000023110]
pars peripherica; systema nervosum periphericum	[birnlex_1111, UBERON_0000010]
Kv1.10	[nifext_2703, PR_000000809]
Area 22 of Brodmann	[UBERON_0013553, birnlex_1753]
paraolfactory sulcus	[birnlex_4043, UBERON_0002923]
S4 spinal cord segment	[birnlex_1548, UBERON_0006463]
mitochondrial adhaerens complex	[sao1933817066, GO_0097423]
Differential scanning calorimeter	[birnlex_2426, ERO_0001805]
mammillotegmental tract	[UBERON_0006698, birnlex_1497]
antibody	[GO_0003823, GO_0042571]
anterotemporal_scalp_region	[NEMO_0000009, NEMO_7018000]
Ghsr	[nifext_7626, nifext_7629]
C3 spinal cord segment	[UBERON_0006488, birnlex_744]
brachium conjunctivum	[birnlex_1711, UBERON_0002150]
 frontoplar	[UBERON_0013541, birnlex_1741]
Declive	[UBERON_0004080, nlx_anat_20081229]
nucleus anteromedialis	[UBERON_0002701, birnlex_1445]
lumbar spinal nerve root	[UBERON_0009631, birnlex_1613]
Fugu rubripes	[birnlex_609, NCBITaxon_31033]
capsula externa	[nlx_anat_1010013, UBERON_0004545]
dense material	[GO_0097444, sao725931194]
incomplete medullary lamina of globus pallidus	[UBERON_0002763, birnlex_1626]
Cyclothymic personality	[birnlex_12755, DOID_845]
Joseph Azorean Disease	[birnlex_12650, DOID_1440]
fifth sacral spinal ganglion	[UBERON_0002863, birnlex_2632]
ventrobasal complex	[birnlex_1116, UBERON_0002596]
delayed-rectifier K(+) channel alpha subunit 1	[nifext_2804, PR_000000798]
orbital region	[UBERON_0000019, birnlex_1169]
PRG3	[PR_000013207, PR_000009903]
inner bounding mitochondrial membrane	[GO_0097002, sao18461326]
calcarine fissure	[UBERON_0002586, birnlex_1086]
3-beta-glucan metabolic process	[GO_0032952, GO_0034409]
bandpass_filter	[NEMO_7390000, OBI_0400013]
Geschmackskern@ge	[UBERON_0009050, birnlex_1429]
cell wall organization and biogenesis	[GO_0009664, GO_0071555]
vagus	[UBERON_0001759, birnlex_801]
sulcus t1	[UBERON_0002734, birnlex_1534]
 malignant	[DOID_4790, DOID_7927, DOID_6723]
white matter layer of superior colliculus	[UBERON_0006786, birnlex_1023]
motor_cortex	[NEMO_8635000, NEMO_8673000, NEMO_0710000]
PNS - enteric	[UBERON_0002005, birnlex_1166]
cerebellum flocculonodular lobe	[UBERON_0003012, birnlex_904]
medulla posterior longitudinal fasciculus	[UBERON_0002646, birnlex_1257]
H3-pT3	[PR_000027602, PR_000027590, PR_000027601]
Avpr1b	[nifext_6218, nifext_6221]
passive immune evasion	[GO_0051809, GO_0042782]
PKR1	[PR_000013228, nifext_6941]
PKR2	[PR_000001654, PR_000013230, nifext_6911]
segment part of thoracic spinal cord	[UBERON_0007715, birnlex_892]
Nervous system disorder	[birnlex_12796, DOID_863]
Ptger2	[nifext_6445, nifext_6448]
PLAT	[PR_000012825, DOID_6203]
peptide	[PR_000018264, PR_000018263, SO_0001064]
Gems	[GO_0015030, nlx_subcell_090901]
fifth cervical spinal ganglion	[UBERON_0002842, birnlex_2607]
Lou Gehrig Disease	[DOID_332, birnlex_12566]
area 15 of Brodmann-1909	[UBERON_0013546, birnlex_1746]
 PDGF stimulated	[GO_0070718, GO_0070719, GO_0070720]
 alpha-beta regulatory T cell differentiation during immune response	[GO_0032834, GO_0032833, GO_0002298]
 lectin pathway	[GO_0001870, GO_0001867, GO_0001869, GO_0001868]
coated tip	[sao1570660411, sao694815499, GO_0097422]
central nucleus-1	[UBERON_0002972, birnlex_805]
peduncle of mammillary body	[UBERON_0002720, birnlex_1486]
motilin	[nifext_5276, PR_000001240]
 non-REM sleep	[GO_0046010, GO_0042323]
Cervical spinal cord posterior column	[birnlex_736, UBERON_0005841]
gap junction plaque	[GO_0005921, sao-17780464455, sao700839054]
decussation of trochlear nerve (IV)	[UBERON_0002787, birnlex_1690]
TRPP8	[PR_000001719, nifext_3159]
Tau 74	[PR_000027631, PR_000027656]
TRPA1	[PR_000000699, nifext_3163]
NMR instrument	[birnlex_2419, OBI_0000566]
TRPC6	[PR_000016696, nifext_3098]
TRPC7	[PR_000001080, nifext_3101, nifext_3102]
juxtaparanodal region	[GO_0044224, sao1191319089]
kinesthesia	[birnlex_2510, GO_0019232]
visceral nervous system	[birnlex_1123, UBERON_0002410]
membrane protein solubilization	[GO_0031293, GO_0006509]
nucleus of perlia	[UBERON_0002960, birnlex_786]
histidine tRNA	[GO_0033425, GO_0033426]
presubiculum (Cajal)	[birnlex_1108, UBERON_0001953]
Software	[nlx_res_20090103, ERO_0000071]
marginal branch of cingulate sulcus of insula	[UBERON_0002713, birnlex_1475]
IL-17	[PR_000001092, PR_000001138, GO_0030367]
 pars medialis	[birnlex_1233, UBERON_0002638]
IL-10	[PR_000001471, GO_0005141]
immature otoliths	[UBERON_0002280, UBERON_2000139]
stratum lucidum	[UBERON_0007637, birnlex_4108]
Phase contrast microscopy	[birnlex_2262, ERO_0001636]
periamygdaloid cortex	[UBERON_0002656, UBERON_0014537, birnlex_1291]
FMAID 242644	[NEMO_9417000, NEMO_9784000]
amine/amide/polyamine channel activity	[GO_0015203, GO_0042887]
corticomedial nuclear group	[UBERON_0006108, birnlex_2680]
first cervical dorsal root ganglion	[birnlex_2603, UBERON_0002838]
experiment_control_software	[NEMO_2158000, NEMO_1752000, NEMO_1448000]
cow	[birnlex_673, NCBITaxon_9913]
fibrae tectopontinae	[UBERON_0002930, birnlex_701]
sensory systems	[UBERON_0001032, nlx_anat_090816]
pars parasympathica divisionis autonomici systematis nervosi	[UBERON_0000011, birnlex_2517]
tRNA sulfurtransferase activity	[GO_0016783, GO_0034227]
HTR1A	[nifext_5892, PR_000001161]
Superior oblique nerve	[UBERON_0001644, birnlex_1654]
optic nerve	[UBERON_0000941, UBERON_0004904, birnlex_1640]
pronunciation	[NEMO_3302000, NEMO_2887000]
HTR2A	[PR_000001166, nifext_6743]
alveus of hippocampus	[UBERON_0007639, birnlex_1510]
subiculum cornu ammonis	[UBERON_0002191, birnlex_1305]
occipital visual neocortex	[UBERON_0002436, birnlex_1748]
terminal button	[GO_0043195, sao187426937]
Reactive Depression	[birnlex_12670, DOID_507]
nuclei raphes tegmenti mesencephali	[UBERON_0007412, birnlex_1676]
dog	[birnlex_670, NCBITaxon_9615]
second lumbar spinal ganglion	[UBERON_0002856, birnlex_2623]
activated TLR4:TRAM:TRIF:p-TBK1/p-IKKE:IRF3/IRF7	[PR_000028700, PR_000028699]
MMAC1	[GO_0016314, PR_000028746]
bile capillary	[UBERON_0004058, UBERON_0001283]
Generalised epilepsy	[birnlex_12737, DOID_1827]
cytokinetic ring	[GO_0070938, GO_0032157]
Flg22:Fls2:Bak1 complex	[PR_000028504, PR_000028502]
cerebellar peduncles set	[birnlex_970, UBERON_0002474]
inferior temporal sulcus (Roberts)	[UBERON_0002693, birnlex_1422]
nucleus dorsolateralis thalami	[UBERON_0002984, birnlex_838]
axon growth cone	[GO_0044295, sao203987954]
cell cycle transition	[GO_0044770, GO_0044771]
peroxisome vesicle	[GO_0019824, GO_0019820, GO_0019822, GO_0019821, GO_0019819, GO_0019823]
Posterior cingulate area	[UBERON_0013554, birnlex_1754]
false fonts	[NEMO_2911000, NEMO_6581000]
APLNR	[PR_000001120, nifext_5967]
paranode	[GO_0033270, sao936144858]
intraparietal fissure	[UBERON_0002913, birnlex_4031]
transcription factor activity	[GO_0001070, GO_0003700, GO_0001071, GO_0000988]
Prelimbic area	[birnlex_1760, UBERON_0013560]
hypolemmal cisternae	[sao1634374950, GO_1990039]
 ortho-cleavage	[GO_0019615, GO_0019618]
ATP5A	[PR_000004453, PR_000004461]
5-HT-4	[PR_000001100, nifext_6151]
papillae fungiformes	[UBERON_0002448, birnlex_4106]
Fissura parieto-occipitalis	[UBERON_0002695, birnlex_1428]
Chromatin immunoprecipitation	[OBI_0000716, ERO_0000926]
nucleus reticularis pontis caudalis	[UBERON_0002963, birnlex_792]
lateral cuneate nucleus	[UBERON_0002864, birnlex_2634]
Kuru	[DOID_648, birnlex_12693]
nucleus ventralis posterolateralis thalami	[UBERON_0002942, birnlex_737]
nucleus preopticus periventricularis	[birnlex_1201, UBERON_0002622]
hypoglossal nerve fibers	[UBERON_0004675, birnlex_1588]
Gpr2	[nifext_7592, nifext_7597]
Gpr4	[nifext_6208, nifext_6211]
granule cell layer of cerebral cortex	[UBERON_0005391, nlx_anat_090808]
 signal transduction resulting in induction of apoptosis	[GO_1902230, GO_1902231, GO_1902229, GO_0008630]
rubrospinal tract (Monakow)	[UBERON_0002714, birnlex_1476]
 quinone or similar compound as acceptor	[GO_0016672, GO_0016655]
membranous urethra	[UBERON_0001336, UBERON_0012302]
pars sympathica divisionis autonomici systematis nervosi	[UBERON_0000013, birnlex_2516]
dorsal accessory olive	[UBERON_0014288, nlx_anat_100310]
 disulphide as acceptor	[GO_0016648, GO_0016728, GO_0016671, GO_0016900, GO_0016624, GO_0016642]
rhomboid thalamic nucleus	[birnlex_778, UBERON_0002955]
isoleucine tRNA	[GO_0033433, GO_0033434]
 intrinsic regulator activity	[GO_0008597, GO_0008607, GO_0030359, GO_0008601, GO_0016536, GO_0017020, GO_0019909, GO_0030362, GO_0019914, GO_0008599]
